,USPS,ST,NAME,ZCTA5,LAT,LON
0,Burgenland,B,Eisenstadt,7000,47.8457,16.5233
1,Burgenland,B,Sankt Georgen am Leithagebirge,7000,47.85,16.55
2,Burgenland,B,Kleinhöflein im Burgenland,7000,47.8415,16.5041
3,Burgenland,B,Rust,7071,47.8012,16.6716
4,Burgenland,B,Stotzing,2443,47.9,16.55
5,Burgenland,B,Leithaprodersdorf,2443,47.9335,16.4791
6,Burgenland,B,Loretto,2443,47.9156,16.5179
7,Burgenland,B,Wimpassing an der Leitha,2485,47.9167,16.4333
8,Burgenland,B,Neufeld an der Leitha,2491,47.8656,16.3786
9,Burgenland,B,Hornstein / Vorištan,2491,47.8805,16.4445
10,Burgenland,B,Steinbrunn / Štikapron,2491,47.8333,16.4167
11,Burgenland,B,Siegendorf / Cindrof,7011,47.781,16.5423
12,Burgenland,B,Zagersdorf / Cogrštof,7012,47.7647,16.5138
13,Burgenland,B,Klingenbach / Klimpuh,7013,47.7728,16.5281
14,Burgenland,B,Zillingtal / Celindof,7033,47.7997,16.3994
15,Burgenland,B,Zillingtal / Celindof,7034,47.7997,16.3994
16,Burgenland,B,Steinbrunn / Štikapron,7035,47.8333,16.4167
17,Burgenland,B,Zillingtal / Celindof,7035,47.7997,16.3994
18,Burgenland,B,Wulkaprodersdorf / Vulkaprodrštof,7041,47.7975,16.5045
19,Burgenland,B,Großhöflein,7051,47.8359,16.4804
20,Burgenland,B,Müllendorf,7052,47.8394,16.4626
21,Burgenland,B,Hornstein / Vorištan,7053,47.8805,16.4445
22,Burgenland,B,Trausdorf an der Wulka / Trajštof,7061,47.8219,16.6317
23,Burgenland,B,Sankt Margarethen im Burgenland,7062,47.8034,16.6088
24,Burgenland,B,Oggau am Neusiedler See,7063,47.8333,16.6667
25,Burgenland,B,Oslip / Uzlop,7064,47.8291,16.6196
26,Burgenland,B,Mörbisch am See,7072,47.75,16.6667
27,Burgenland,B,Schützen am Gebirge,7081,47.8523,16.6233
28,Burgenland,B,Donnerskirchen,7082,47.8942,16.6463
29,Burgenland,B,Purbach am Neusiedler See,7083,47.9129,16.6956
30,Burgenland,B,Breitenbrunn,7091,47.9445,16.7315
31,Burgenland,B,Gaas,7521,47.0824,16.463
32,Burgenland,B,Oberbildein,7521,47.1333,16.4667
33,Burgenland,B,Unterbildein,7521,47.1284,16.4679
34,Burgenland,B,Winten,7521,47.1171,16.4445
35,Burgenland,B,Eberau,7521,47.1076,16.4604
36,Burgenland,B,Kulm im Burgenland,7521,47.104,16.4524
37,Burgenland,B,Luising,7522,47.0139,16.4794
38,Burgenland,B,Kroatisch Ehrensdorf,7522,47.1175,16.4024
39,Burgenland,B,Heiligenbrunn,7522,47.027,16.4169
40,Burgenland,B,Strem,7522,47.045,16.4143
41,Burgenland,B,Deutsch Bieling,7522,47.0167,16.4333
42,Burgenland,B,Hagensdorf im Burgenland,7522,47.0145,16.4554
43,Burgenland,B,Deutsch Ehrensdorf,7522,47.0979,16.4142
44,Burgenland,B,Reinersdorf,7522,47.0104,16.3888
45,Burgenland,B,Sumetendorf,7522,47.0445,16.3935
46,Burgenland,B,Steinfurt,7522,47.0667,16.4167
47,Burgenland,B,Ollersdorf im Burgenland,7533,47.1833,16.1667
48,Burgenland,B,Rauchwart,7534,47.1333,16.2333
49,Burgenland,B,Olbendorf,7534,47.1833,16.2
50,Burgenland,B,Sankt Michael im Burgenland,7535,47.1333,16.2667
51,Burgenland,B,Gamischdorf,7535,47.1078,16.2591
52,Burgenland,B,Schallendorf im Burgenland,7535,47.1167,16.25
53,Burgenland,B,Rauchwart,7535,47.1333,16.2333
54,Burgenland,B,Güttenbach / Pinkovac,7536,47.1667,16.3
55,Burgenland,B,Neuberg im Burgenland / Nova Gora,7537,47.1591,16.2209
56,Burgenland,B,Rehgraben,7540,47.0833,16.2333
57,Burgenland,B,Großmürbisch,7540,47.0164,16.362
58,Burgenland,B,Moschendorf,7540,47.0584,16.4773
59,Burgenland,B,Kleinmürbisch,7540,47.033,16.3245
60,Burgenland,B,Sankt Nikolaus,7540,47.0462,16.3323
61,Burgenland,B,Glasing,7540,47.0433,16.3575
62,Burgenland,B,Krottendorf,7540,47.0595,16.3071
63,Burgenland,B,Neustift bei Güssing,7540,47.0167,16.2667
64,Burgenland,B,Sulz im Burgenland,7540,47.0748,16.2696
65,Burgenland,B,Güssing,7540,47.0594,16.3243
66,Burgenland,B,Inzenhof,7540,47.0167,16.3167
67,Burgenland,B,Urbersdorf,7540,47.0576,16.3729
68,Burgenland,B,Tschanigraben,7540,47.0677,16.2921
69,Burgenland,B,Steingraben,7542,47.0643,16.2743
70,Burgenland,B,Gerersdorf bei Güssing,7542,47.0667,16.25
71,Burgenland,B,Sulz im Burgenland,7542,47.0748,16.2696
72,Burgenland,B,Limbach,7543,47.0667,16.1667
73,Burgenland,B,Neusiedl,7543,47.1,16.1833
74,Burgenland,B,Eisenhüttl,7543,47.1,16.2
75,Burgenland,B,Kukmirn,7543,47.0754,16.2103
76,Burgenland,B,Tobaj,7544,47.0833,16.3
77,Burgenland,B,Tudersdorf,7544,47.1,16.2833
78,Burgenland,B,Deutsch Tschantschendorf,7544,47.1,16.2833
79,Burgenland,B,Punitz,7544,47.1167,16.35
80,Burgenland,B,Hasendorf im Burgenland,7544,47.0833,16.3
81,Burgenland,B,Kroatisch Tschantschendorf,7544,47.0974,16.2864
82,Burgenland,B,Bocksdorf,7551,47.1333,16.1667
83,Burgenland,B,Rohr im Burgenland,7551,47.1167,16.1667
84,Burgenland,B,Heugraben,7551,47.1167,16.1833
85,Burgenland,B,Stegersbach,7551,47.1667,16.1667
86,Burgenland,B,Stinatz / Stinjaki,7552,47.2,16.1167
87,Burgenland,B,Burgauberg,8291,47.1477,16.1235
88,Burgenland,B,Neudauberg,8292,47.1717,16.1195
89,Burgenland,B,Hackerberg,8292,47.2,16.1167
90,Burgenland,B,Wörterberg,8293,47.2167,16.1
91,Burgenland,B,Heiligenkreuz im Lafnitztal,7561,46.9892,16.2608
92,Burgenland,B,Poppendorf im Burgenland,7561,46.9969,16.225
93,Burgenland,B,Eltendorf,7562,47,16.2
94,Burgenland,B,Zahling,7562,47.0333,16.2
95,Burgenland,B,Königsdorf,7563,47,16.1667
96,Burgenland,B,Dobersdorf,7564,47.0167,16.1333
97,Burgenland,B,Rudersdorf,7564,47.05,16.1167
98,Burgenland,B,Rudersdorf,7571,47.05,16.1167
99,Burgenland,B,Rohrbrunn,7572,47.1244,16.1151
100,Burgenland,B,Deutsch Kaltenbrunn,7572,47.0879,16.1079
101,Burgenland,B,Henndorf im Burgenland,8282,46.982,16.1459
102,Burgenland,B,Welten,8350,46.9292,16.0825
103,Burgenland,B,Rax,8380,46.9333,16.1667
104,Burgenland,B,Henndorf im Burgenland,8380,46.982,16.1459
105,Burgenland,B,Neumarkt an der Raab,8380,46.9269,16.1667
106,Burgenland,B,Grieselstein,8380,46.9525,16.12
107,Burgenland,B,Jennersdorf,8380,46.9385,16.1416
108,Burgenland,B,Deutsch Minihof,8382,46.9708,16.2426
109,Burgenland,B,Weichselbaum,8382,46.9425,16.1875
110,Burgenland,B,Maria Bild,8382,46.9589,16.1897
111,Burgenland,B,Rosendorf,8382,46.9797,16.2103
112,Burgenland,B,Wallendorf,8382,46.9719,16.2333
113,Burgenland,B,Krobotek,8382,46.9715,16.1921
114,Burgenland,B,Mogersdorf,8382,46.9492,16.2322
115,Burgenland,B,Sankt Martin an der Raab,8383,46.9225,16.1361
116,Burgenland,B,Welten,8383,46.9292,16.0825
117,Burgenland,B,Doiber,8383,46.9222,16.1153
118,Burgenland,B,Oberdrosen,8383,46.889,16.1203
119,Burgenland,B,Eisenberg an der Raab,8383,46.9,16.1333
120,Burgenland,B,Gritsch,8383,46.9244,16.1053
121,Burgenland,B,Windisch-Minihof,8384,46.8908,16.0954
122,Burgenland,B,Bonisdorf,8384,46.8444,16.0497
123,Burgenland,B,Oberdrosen,8384,46.889,16.1203
124,Burgenland,B,Tauka,8384,46.8647,16.0789
125,Burgenland,B,Minihof-Liebau,8384,46.9173,16.1252
126,Burgenland,B,Mühlgraben,8385,46.8897,16.0408
127,Burgenland,B,Kalch,8385,46.85,16.0167
128,Burgenland,B,Krottendorf bei Neuhaus am Klausenbach,8385,46.85,16.0167
129,Burgenland,B,Welten,8385,46.9292,16.0825
130,Burgenland,B,Neuhaus am Klausenbach,8385,46.8667,16.0333
131,Burgenland,B,Bonisdorf,8385,46.8444,16.0497
132,Burgenland,B,Loipersbach im Burgenland,7020,47.6966,16.4792
133,Burgenland,B,Baumgarten / Pajngrt,7021,47.7389,16.5006
134,Burgenland,B,Draßburg / Rasporak,7021,47.7465,16.4868
135,Burgenland,B,Schattendorf,7022,47.7097,16.5098
136,Burgenland,B,Stöttera,7023,47.7679,16.4611
137,Burgenland,B,Zemendorf,7023,47.7628,16.4511
138,Burgenland,B,Pöttelsdorf,7023,47.7537,16.4386
139,Burgenland,B,Hirm,7024,47.7865,16.4546
140,Burgenland,B,Krensdorf,7031,47.7855,16.4149
141,Burgenland,B,Sigleß,7032,47.7753,16.395
142,Burgenland,B,Pöttsching,7033,47.8045,16.3711
143,Burgenland,B,Antau / Otava,7042,47.7738,16.4798
144,Burgenland,B,Neudörfl,7201,47.7966,16.2977
145,Burgenland,B,Bad Sauerbrunn,7202,47.7744,16.3284
146,Burgenland,B,Wiesen,7202,47.7378,16.338
147,Burgenland,B,Pöttsching,7202,47.8045,16.3711
148,Burgenland,B,Wiesen,7203,47.7378,16.338
149,Burgenland,B,Mattersburg,7210,47.7333,16.4
150,Burgenland,B,Walbersdorf,7210,47.7333,16.4
151,Burgenland,B,Forchtenstein,7212,47.7116,16.3453
152,Burgenland,B,Marz,7221,47.7167,16.4167
153,Burgenland,B,Rohrbach bei Mattersburg,7222,47.7052,16.4301
154,Burgenland,B,Sieggraben,7223,47.6513,16.3799
155,Burgenland,B,Edelstal,2413,48.1,16.9833
156,Burgenland,B,Kittsee,2421,48.0925,17.0639
157,Burgenland,B,Pama / Bijelo Selo,2422,48.05,17.0333
158,Burgenland,B,Deutsch Jahrndorf,2423,48.0167,17.1
159,Burgenland,B,Zurndorf,2424,47.9831,17.0031
160,Burgenland,B,Nickelsdorf,2425,47.9406,17.0694
161,Burgenland,B,Bruckneudorf,2460,48.0167,16.7833
162,Burgenland,B,Kaisersteinbruch,2462,47.9881,16.7029
163,Burgenland,B,Königshof,2462,48.0339,16.7207
164,Burgenland,B,Parndorf / Pandrof,2471,47.9996,16.8605
165,Burgenland,B,Potzneusiedl,2473,48.045,16.9477
166,Burgenland,B,Gattendorf,2474,48.0167,16.9833
167,Burgenland,B,Neudorf / Novo Selo,2475,48.0167,16.9333
168,Burgenland,B,Winden am See,7092,47.95,16.75
169,Burgenland,B,Jois,7093,47.9617,16.796
170,Burgenland,B,Weiden am See,7100,47.9253,16.869
171,Burgenland,B,Neusiedl am See,7100,47.949,16.8417
172,Burgenland,B,Parndorf / Pandrof,7111,47.9996,16.8605
173,Burgenland,B,Weiden am See,7121,47.9253,16.869
174,Burgenland,B,Gols,7122,47.8969,16.9111
175,Burgenland,B,Mönchhof,7123,47.8802,16.9413
176,Burgenland,B,Halbturn,7131,47.8702,16.9754
177,Burgenland,B,Frauenkirchen,7132,47.8368,16.9258
178,Burgenland,B,Apetlon,7132,47.7439,16.8302
179,Burgenland,B,Podersdorf am See,7141,47.8541,16.8371
180,Burgenland,B,Illmitz,7142,47.7615,16.8002
181,Burgenland,B,Apetlon,7143,47.7439,16.8302
182,Burgenland,B,Wallern im Burgenland,7151,47.7285,16.9371
183,Burgenland,B,Pamhagen,7152,47.7009,16.9078
184,Burgenland,B,Wallern im Burgenland,7152,47.7285,16.9371
185,Burgenland,B,Sankt Andrä am Zicksee,7161,47.7841,16.9419
186,Burgenland,B,Apetlon,7161,47.7439,16.8302
187,Burgenland,B,Tadten,7162,47.7667,16.9833
188,Burgenland,B,Andau,7163,47.7744,17.0329
189,Burgenland,B,Landsee,2812,47.5583,16.3314
190,Burgenland,B,Girm,7301,47.6,16.6067
191,Burgenland,B,Deutschkreutz,7301,47.6,16.6333
192,Burgenland,B,Nikitsch / Filež,7302,47.5362,16.6602
193,Burgenland,B,Kroatisch Minihof / Mjenovo,7302,47.5255,16.6445
194,Burgenland,B,Nebersdorf / Šuševo,7304,47.5129,16.5705
195,Burgenland,B,Mitterpullendorf,7304,47.4933,16.5213
196,Burgenland,B,Langental / Longitolj,7304,47.5036,16.5436
197,Burgenland,B,Kleinwarasdorf / Mali Borištof,7304,47.5374,16.589
198,Burgenland,B,Großwarasdorf / Veliki Borištof,7304,47.5391,16.553
199,Burgenland,B,Haschendorf,7311,47.5979,16.5729
200,Burgenland,B,Neckenmarkt,7311,47.5996,16.5467
201,Burgenland,B,Horitschon,7312,47.5873,16.547
202,Burgenland,B,Unterpetersdorf,7312,47.5905,16.582
203,Burgenland,B,Lackendorf,7321,47.59,16.504
204,Burgenland,B,Unterfrauenhaid,7321,47.5712,16.4988
205,Burgenland,B,Raiding,7321,47.5658,16.5306
206,Burgenland,B,Lackenbach,7322,47.5904,16.4653
207,Burgenland,B,Ritzing,7323,47.6132,16.4955
208,Burgenland,B,Tschurndorf,7331,47.6077,16.4057
209,Burgenland,B,Weppersdorf,7331,47.5795,16.4268
210,Burgenland,B,Kalkgruben,7331,47.6211,16.3961
211,Burgenland,B,Oberpetersdorf,7332,47.6155,16.3765
212,Burgenland,B,Kobersdorf,7332,47.5957,16.3917
213,Burgenland,B,Neudorf bei Landsee,7341,47.5625,16.3798
214,Burgenland,B,Landsee,7341,47.5583,16.3314
215,Burgenland,B,Markt Sankt Martin,7341,47.562,16.4251
216,Burgenland,B,Lindgraben,7341,47.5748,16.3989
217,Burgenland,B,Kaisersdorf / Kalištrof,7342,47.5374,16.392
218,Burgenland,B,Neutal,7343,47.5455,16.4462
219,Burgenland,B,Stoob,7344,47.5284,16.4776
220,Burgenland,B,Mitterpullendorf,7350,47.4933,16.5213
221,Burgenland,B,Oberpullendorf / Felsöpulya,7350,47.5108,16.4994
222,Burgenland,B,Stoob,7350,47.5284,16.4776
223,Burgenland,B,Strebersdorf,7361,47.4578,16.6191
224,Burgenland,B,Kroatisch Geresdorf / Gerištof,7361,47.4914,16.6102
225,Burgenland,B,Lutzmannsburg,7361,47.4637,16.6366
226,Burgenland,B,Frankenau / Frakanava,7361,47.45,16.6
227,Burgenland,B,Schwendgraben,7371,47.4709,16.3557
228,Burgenland,B,Unterrabnitz,7371,47.4539,16.3768
229,Burgenland,B,Oberrabnitz,7371,47.4929,16.3544
230,Burgenland,B,Karl,7372,47.5089,16.3464
231,Burgenland,B,Draßmarkt,7372,47.5167,16.4
232,Burgenland,B,Piringsdorf,7373,47.4483,16.4152
233,Burgenland,B,Weingraben / Bajngrob,7374,47.5139,16.3637
234,Burgenland,B,Kogl im Burgenland,7441,47.4453,16.2987
235,Burgenland,B,Deutsch Gerisdorf,7441,47.4167,16.3667
236,Burgenland,B,Steinbach im Burgenland,7441,47.475,16.3166
237,Burgenland,B,Salmannsdorf,7441,47.4167,16.3333
238,Burgenland,B,Pilgersdorf,7441,47.4411,16.3492
239,Burgenland,B,Bubendorf im Burgenland,7441,47.4274,16.3466
240,Burgenland,B,Lebenbrunn,7441,47.4627,16.3023
241,Burgenland,B,Hammerteich,7442,47.4087,16.4437
242,Burgenland,B,Langeck im Burgenland,7442,47.4,16.3667
243,Burgenland,B,Lockenhaus,7442,47.4075,16.4162
244,Burgenland,B,Hochstraß,7442,47.4287,16.4047
245,Burgenland,B,Glashütten bei Langeck im Burgenland,7442,47.3757,16.3833
246,Burgenland,B,Rattersdorf,7443,47.4078,16.498
247,Burgenland,B,Liebing,7443,47.4136,16.4945
248,Burgenland,B,Unterloisdorf,7444,47.4367,16.5328
249,Burgenland,B,Klostermarienberg,7444,47.4219,16.5627
250,Burgenland,B,Mannersdorf an der Rabnitz,7444,47.4281,16.5268
251,Burgenland,B,Oberloisdorf,7451,47.4474,16.5076
252,Burgenland,B,Unterpullendorf / Dolnja Pulja,7452,47.4753,16.5402
253,Burgenland,B,Großmutschen / Mucindrof,7452,47.4667,16.5833
254,Burgenland,B,Kleinmutschen / Pervane,7452,47.463,16.5747
255,Burgenland,B,Steinberg,7453,47.4743,16.4876
256,Burgenland,B,Dörfl,7453,47.4833,16.4833
257,Burgenland,B,Dreihütten,2852,47.4207,16.2199
258,Burgenland,B,Aschau im Burgenland,2852,47.4,16.2
259,Burgenland,B,Oberschützen,7400,47.3514,16.2073
260,Burgenland,B,Unterschützen,7400,47.3189,16.2037
261,Burgenland,B,Drumling,7400,47.3167,16.25
262,Burgenland,B,Sankt Martin in der Wart,7400,47.2988,16.2381
263,Burgenland,B,Oberwart / Felsöör,7400,47.3214,16.2248
264,Burgenland,B,Loipersdorf im Burgenland,7410,47.3333,16.0833
265,Burgenland,B,Kitzladen,7410,47.3167,16.0667
266,Burgenland,B,Buchschachen,7411,47.3167,16.1
267,Burgenland,B,Markt Allhau,7411,47.2833,16.0833
268,Burgenland,B,Wolfau,7412,47.25,16.1
269,Burgenland,B,Riedlingsdorf,7422,47.35,16.1333
270,Burgenland,B,Hochart,7423,47.4,16.1167
271,Burgenland,B,Wiesfleck,7423,47.3833,16.1333
272,Burgenland,B,Pinkafeld,7423,47.3667,16.1167
273,Burgenland,B,Kroisegg,7423,47.3785,16.0375
274,Burgenland,B,Grafenschachen,7423,47.3667,16.0667
275,Burgenland,B,Schönherrn,7423,47.4167,16.1667
276,Burgenland,B,Schreibersdorf,7423,47.4,16.15
277,Burgenland,B,Neustift an der Lafnitz,7423,47.3667,16.0333
278,Burgenland,B,Weinberg im Burgenland,7423,47.3909,16.1669
279,Burgenland,B,Oberschützen,7431,47.3514,16.2073
280,Burgenland,B,Sulzriegel,7431,47.3333,16.2333
281,Burgenland,B,Bad Tatzmannsdorf,7431,47.3823,16.2523
282,Burgenland,B,Jormannsdorf,7431,47.35,16.2167
283,Burgenland,B,Oberschützen,7432,47.3514,16.2073
284,Burgenland,B,Willersdorf,7432,47.3667,16.2
285,Burgenland,B,Schmiedrait,7432,47.4167,16.1833
286,Burgenland,B,Aschau im Burgenland,7432,47.4,16.2
287,Burgenland,B,Mariasdorf,7433,47.3658,16.2314
288,Burgenland,B,Bergwerk,7433,47.3667,16.25
289,Burgenland,B,Tauchen,7433,47.4,16.2167
290,Burgenland,B,Neustift bei Schlaining,7433,47.35,16.25
291,Burgenland,B,Grodnau,7433,47.3833,16.2667
292,Burgenland,B,Dreihütten,7434,47.4207,16.2199
293,Burgenland,B,Redlschlag,7434,47.4408,16.2879
294,Burgenland,B,Stuben,7434,47.4306,16.2487
295,Burgenland,B,Rettenbach,7434,47.4,16.2333
296,Burgenland,B,Holzschlag,7434,47.3833,16.3
297,Burgenland,B,Bernstein,7434,47.4,16.25
298,Burgenland,B,Glashütten bei Schlaining,7435,47.35,16.3333
299,Burgenland,B,Unterkohlstätten,7435,47.3833,16.3167
300,Burgenland,B,Günseck,7435,47.4,16.3167
301,Burgenland,B,Oberkohlstätten,7435,47.3667,16.3333
302,Burgenland,B,Holzschlag,7435,47.3833,16.3
303,Burgenland,B,Altschlaining,7461,47.3167,16.2833
304,Burgenland,B,Goberling,7461,47.35,16.2833
305,Burgenland,B,Neumarkt im Tauchental,7461,47.2962,16.2981
306,Burgenland,B,Mönchmeierhof / Marof,7461,47.3213,16.3086
307,Burgenland,B,Allersgraben / Širokani,7461,47.3167,16.3167
308,Burgenland,B,Podler / Poljanci,7461,47.2833,16.3333
309,Burgenland,B,Stadtschlaining,7461,47.3167,16.2833
310,Burgenland,B,Rauhriegel / Rorigljin,7461,47.3126,16.3281
311,Burgenland,B,Allersdorf im Burgenland / Kljucarevci,7461,47.3126,16.3281
312,Burgenland,B,Weiden bei Rechnitz / Bandol,7463,47.3,16.35
313,Burgenland,B,Rumpersdorf / Rupišce,7463,47.3167,16.3333
314,Burgenland,B,Unterpodgoria / Bošnjakov Brig,7463,47.3143,16.3574
315,Burgenland,B,Oberpodgoria / Podgorje,7463,47.322,16.3452
316,Burgenland,B,Zuberbach / Sabara,7463,47.3126,16.3281
317,Burgenland,B,Althodis / Stari Hodas,7464,47.3142,16.3768
318,Burgenland,B,Markt Neuhodis,7464,47.2956,16.3956
319,Burgenland,B,Rechnitz,7471,47.3047,16.441
320,Burgenland,B,Schachendorf / Cajta,7472,47.2667,16.4333
321,Burgenland,B,Schandorf / Cemba,7472,47.2418,16.4227
322,Burgenland,B,Dürnbach im Burgenland / Vincjet,7472,47.2066,16.4163
323,Burgenland,B,Burg,7473,47.2167,16.4
324,Burgenland,B,Woppendorf,7473,47.2,16.3833
325,Burgenland,B,Hannersdorf,7473,47.229,16.3825
326,Burgenland,B,Burg,7474,47.2167,16.4
327,Burgenland,B,Sankt Kathrein im Burgenland,7474,47.139,16.4154
328,Burgenland,B,Eisenberg an der Pinka,7474,47.1803,16.426
329,Burgenland,B,Edlitz im Burgenland,7474,47.1349,16.4351
330,Burgenland,B,Höll,7474,47.143,16.4398
331,Burgenland,B,Deutsch-Schützen,7474,47.2066,16.4163
332,Burgenland,B,Rotenturm an der Pinka,7501,47.25,16.25
333,Burgenland,B,Oberdorf im Burgenland,7501,47.2167,16.2167
334,Burgenland,B,Eisenzicken,7501,47.2833,16.2667
335,Burgenland,B,Spitzzicken / Hrvatski Cikljin,7501,47.281,16.2808
336,Burgenland,B,Unterwart / Alsóör,7501,47.2485,16.2906
337,Burgenland,B,Siget in der Wart / Örisziget,7501,47.2485,16.2906
338,Burgenland,B,Kleinpetersdorf,7503,47.2167,16.3333
339,Burgenland,B,Miedlingsdorf,7503,47.2667,16.3167
340,Burgenland,B,Jabing,7503,47.25,16.2833
341,Burgenland,B,Großpetersdorf,7503,47.2389,16.3178
342,Burgenland,B,Kleinzicken,7503,47.2485,16.2906
343,Burgenland,B,Welgersdorf,7503,47.2333,16.35
344,Burgenland,B,Zuberbach / Sabara,7503,47.2485,16.2906
345,Burgenland,B,Dürnbach im Burgenland / Vincjet,7503,47.2485,16.2906
346,Burgenland,B,Mischendorf,7511,47.1833,16.3167
347,Burgenland,B,Großbachselten,7511,47.2167,16.3
348,Burgenland,B,Neuhaus in der Wart,7511,47.2171,16.2635
349,Burgenland,B,Kotezicken,7511,47.2,16.35
350,Burgenland,B,Rohrbach an der Teich,7511,47.2,16.2833
351,Burgenland,B,Kleinbachselten,7511,47.2,16.3
352,Burgenland,B,Kohfidisch,7512,47.1747,16.357
353,Burgenland,B,Kirchfidisch,7512,47.1609,16.3485
354,Burgenland,B,Badersdorf,7512,47.2,16.3667
355,Burgenland,B,Harmisch,7512,47.1478,16.3823
356,Burgenland,B,Kemeten,7531,47.2333,16.15
357,Burgenland,B,Litzelsdorf,7532,47.2,16.15
358,Burgenland,B,Pinkafeld,8240,47.3667,16.1167
359,Kärnten,K,"Klagenfurt,05.Bez.:St.Veiter Vorstadt",9020,46.6506,14.3539
360,Kärnten,K,"Klagenfurt,09.Bez.:Annabichl",9020,46.6506,14.3539
361,Kärnten,K,"Klagenfurt,04.Bez.:Innere Stadt",9020,46.6506,14.3539
362,Kärnten,K,"Klagenfurt,13.Bez.:Viktring",9020,46.6506,14.3539
363,Kärnten,K,"Klagenfurt,07.Bez.:Viktringer Vorstadt",9020,46.6506,14.3539
364,Kärnten,K,"Klagenfurt,06.Bez.:Völkermarkt.Vorst.",9020,46.6506,14.3539
365,Kärnten,K,"Klagenfurt,03.Bez.:Innere Stadt",9020,46.6506,14.3539
366,Kärnten,K,"Klagenfurt,02.Bez.:Innere Stadt",9020,46.6506,14.3539
367,Kärnten,K,"Klagenfurt,01.Bez.:Innere Stadt",9020,46.6506,14.3539
368,Kärnten,K,"Klagenfurt,08.Bez.:Villacher Vorstadt",9020,46.6506,14.3539
369,Kärnten,K,"Klagenfurt,10.Bez.:St. Peter",9020,46.6506,14.3539
370,Kärnten,K,"Klagenfurt,11.Bez.:St. Ruprecht",9020,46.6506,14.3539
371,Kärnten,K,"Klagenfurt,12.Bez.:St. Martin",9020,46.6506,14.3539
372,Kärnten,K,"Klagenfurt,15.Bez.:Hörtendorf",9020,46.6506,14.3539
373,Kärnten,K,"Klagenfurt,14.Bez.:Wölfnitz",9061,46.6566,14.345
374,Kärnten,K,"Klagenfurt,09.Bez.:Annabichl",9061,46.6566,14.345
375,Kärnten,K,"Klagenfurt,14.Bez.:Wölfnitz",9063,46.6566,14.345
376,Kärnten,K,"Klagenfurt,10.Bez.:St. Peter",9065,46.6566,14.345
377,Kärnten,K,"Klagenfurt,11.Bez.:St. Ruprecht",9073,46.5662,14.1898
378,Kärnten,K,"Klagenfurt,13.Bez.:Viktring",9073,46.5662,14.1898
379,Kärnten,K,"Klagenfurt,14.Bez.:Wölfnitz",9201,46.6372,14.1992
380,Kärnten,K,Tschinowitsch,9500,46.5833,13.85
381,Kärnten,K,Untere Fellach,9500,46.625,13.8268
382,Kärnten,K,Oberwollanig,9500,46.6506,13.8339
383,Kärnten,K,Goritschach,9500,46.6167,13.8167
384,Kärnten,K,Turdanitsch,9500,46.5833,13.8667
385,Kärnten,K,Villach-St. Martin,9500,46.6206,13.8067
386,Kärnten,K,Maria Gail,9500,46.5922,13.8808
387,Kärnten,K,Obere Fellach,9500,46.629,13.809
388,Kärnten,K,Gritschach,9500,46.6346,13.8371
389,Kärnten,K,Landskron,9500,46.6167,13.8833
390,Kärnten,K,Villach-Völkendorf,9500,46.6167,13.8333
391,Kärnten,K,Heiligengeist,9500,46.6125,13.7478
392,Kärnten,K,St. Leonhard,9500,46.6167,13.85
393,Kärnten,K,St. Georgen,9500,46.6333,13.8
394,Kärnten,K,Pogöriach,9500,46.6167,13.8
395,Kärnten,K,St. Michael,9500,46.6286,13.91
396,Kärnten,K,Villach-Warmbad-Judendorf,9500,46.6072,13.7969
397,Kärnten,K,Mittewald ob Villach,9500,46.6333,13.7667
398,Kärnten,K,Prossowitsch,9500,46.6,13.8833
399,Kärnten,K,Zauchen,9500,46.6167,13.9
400,Kärnten,K,Kleinsattel,9500,46.6,13.8833
401,Kärnten,K,Unterwollanig,9500,46.6372,13.8272
402,Kärnten,K,Villach-Auen,9500,46.5996,13.8439
403,Kärnten,K,Kleinvassach,9500,46.6309,13.8528
404,Kärnten,K,Villach-St. Agathen und Perau,9500,46.6173,13.8349
405,Kärnten,K,Großvassach,9500,46.6273,13.8495
406,Kärnten,K,Duel,9500,46.6173,13.8349
407,Kärnten,K,Villach-Innere Stadt,9500,46.6173,13.8349
408,Kärnten,K,Kumitz,9500,46.6173,13.8349
409,Kärnten,K,Drautschen,9500,46.6173,13.8349
410,Kärnten,K,Villach-Lind,9500,46.6173,13.8349
411,Kärnten,K,Neufellach,9500,46.6173,13.8349
412,Kärnten,K,Neulandskron,9500,46.6173,13.8349
413,Kärnten,K,Villach-Seebach-Wasenboden,9500,46.6173,13.8349
414,Kärnten,K,Dobrova,9500,46.6173,13.8349
415,Kärnten,K,Rennstein,9500,46.6173,13.8349
416,Kärnten,K,Weißenbach,9500,46.6173,13.8349
417,Kärnten,K,Villach-Völkendorf,9504,46.6167,13.8333
418,Kärnten,K,Villach-Warmbad-Judendorf,9504,46.6072,13.7969
419,Kärnten,K,Villach-Auen,9504,46.5996,13.8439
420,Kärnten,K,Landskron,9523,46.6167,13.8833
421,Kärnten,K,Gratschach,9523,46.6333,13.9
422,Kärnten,K,St. Ruprecht,9523,46.6453,13.8694
423,Kärnten,K,Heiligen Gestade,9523,46.6513,13.8788
424,Kärnten,K,St. Andrä,9523,46.6442,13.8922
425,Kärnten,K,Neulandskron,9523,46.6513,13.8788
426,Kärnten,K,Urlaken,9523,46.6513,13.8788
